date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:48:17	3348/3348	---M--	200	added ('OK')	text/css	date:Tue,%2022%20Feb%202022%2018:21:36%20GMT	https://labartisan.net/demo/kitton/assets/css/flaticon.css	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/assets/css/flaticon.css	(from https://labartisan.net/demo/kitton/index-2.html)
23:48:19	3396/3396	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Jul%202020%2020:43:02%20GMT	https://labartisan.net/demo/kitton/assets/images/favicon.png	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/assets/images/favicon.png	(from https://labartisan.net/demo/kitton/index-2.html)
23:48:24	15469/15469	---M--	200	added ('OK')	image/png	date:Mon,%2009%20Nov%202020%2009:03:18%20GMT	https://labartisan.net/demo/kitton/assets/images/logo/logo.png	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/assets/images/logo/logo.png	(from https://labartisan.net/demo/kitton/index-2.html)
23:48:24	148110/148110	---M--	200	added ('OK')	text/css	date:Thu,%2024%20Feb%202022%2001:04:36%20GMT	https://labartisan.net/demo/kitton/assets/css/main.css	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/assets/css/main.css	(from https://labartisan.net/demo/kitton/index-2.html)
23:48:24	75722/75722	---M--	200	added ('OK')	text/html	date:Tue,%2022%20Feb%202022%2022:34:38%20GMT	https://labartisan.net/demo/kitton/index.html	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/index.html	(from https://labartisan.net/demo/kitton/index-2.html)
23:48:25	68287/68287	---M--	200	added ('OK')	text/html	date:Thu,%2024%20Feb%202022%2000:51:18%20GMT	https://labartisan.net/demo/kitton/index-3.html	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/index-3.html	(from https://labartisan.net/demo/kitton/index-2.html)
23:48:25	44308/44308	---M--	200	added ('OK')	text/html	date:Tue,%2022%20Feb%202022%2022:34:42%20GMT	https://labartisan.net/demo/kitton/about.html	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/about.html	(from https://labartisan.net/demo/kitton/index-2.html)
23:48:26	46868/46868	---M--	200	added ('OK')	text/html	date:Tue,%2022%20Feb%202022%2022:34:42%20GMT	https://labartisan.net/demo/kitton/classes.html	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/classes.html	(from https://labartisan.net/demo/kitton/index-2.html)
23:48:26	41706/41706	---M--	200	added ('OK')	text/html	date:Tue,%2022%20Feb%202022%2022:34:42%20GMT	https://labartisan.net/demo/kitton/class-single.html	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/class-single.html	(from https://labartisan.net/demo/kitton/index-2.html)
23:48:26	28293/28293	---M--	200	added ('OK')	text/html	date:Tue,%2022%20Feb%202022%2022:34:42%20GMT	https://labartisan.net/demo/kitton/class-schedule.html	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/class-schedule.html	(from https://labartisan.net/demo/kitton/index-2.html)
23:48:28	36669/36669	---M--	200	added ('OK')	text/html	date:Tue,%2022%20Feb%202022%2022:34:42%20GMT	https://labartisan.net/demo/kitton/blog-grid.html	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/blog-grid.html	(from https://labartisan.net/demo/kitton/index-2.html)
23:48:29	46921/46921	---M--	200	added ('OK')	text/html	date:Tue,%2022%20Feb%202022%2022:34:42%20GMT	https://labartisan.net/demo/kitton/blog-classic.html	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/blog-classic.html	(from https://labartisan.net/demo/kitton/index-2.html)
23:48:30	53525/53525	---M--	200	added ('OK')	text/html	date:Tue,%2022%20Feb%202022%2022:34:42%20GMT	https://labartisan.net/demo/kitton/blog-single.html	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/blog-single.html	(from https://labartisan.net/demo/kitton/index-2.html)
23:48:31	40525/40525	---M--	200	added ('OK')	text/html	date:Tue,%2022%20Feb%202022%2022:34:42%20GMT	https://labartisan.net/demo/kitton/teacher.html	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/teacher.html	(from https://labartisan.net/demo/kitton/index-2.html)
23:48:32	30184/30184	---M--	200	added ('OK')	text/html	date:Tue,%2022%20Feb%202022%2022:34:42%20GMT	https://labartisan.net/demo/kitton/teacher-single.html	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/teacher-single.html	(from https://labartisan.net/demo/kitton/index-2.html)
23:48:34	24836/24836	---M--	200	added ('OK')	text/html	date:Tue,%2022%20Feb%202022%2022:34:42%20GMT	https://labartisan.net/demo/kitton/login.html	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/login.html	(from https://labartisan.net/demo/kitton/index-2.html)
23:48:35	24629/24629	---M--	200	added ('OK')	text/html	date:Tue,%2022%20Feb%202022%2022:34:42%20GMT	https://labartisan.net/demo/kitton/registration.html	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/registration.html	(from https://labartisan.net/demo/kitton/index-2.html)
23:48:37	34261/34261	---M--	200	added ('OK')	text/html	date:Tue,%2022%20Feb%202022%2022:34:40%20GMT	https://labartisan.net/demo/kitton/events.html	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/events.html	(from https://labartisan.net/demo/kitton/index-2.html)
23:48:39	43076/43076	---M--	200	added ('OK')	text/html	date:Tue,%2022%20Feb%202022%2022:34:38%20GMT	https://labartisan.net/demo/kitton/events-single.html	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/events-single.html	(from https://labartisan.net/demo/kitton/index-2.html)
23:48:40	42422/42422	---M--	200	added ('OK')	text/html	date:Tue,%2022%20Feb%202022%2023:01:54%20GMT	https://labartisan.net/demo/kitton/shop.html	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/shop.html	(from https://labartisan.net/demo/kitton/index-2.html)
23:48:41	34896/34896	---M--	200	added ('OK')	text/html	date:Tue,%2022%20Feb%202022%2023:01:50%20GMT	https://labartisan.net/demo/kitton/shop-single.html	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/shop-single.html	(from https://labartisan.net/demo/kitton/index-2.html)
23:48:42	32456/32456	---M--	200	added ('OK')	text/html	date:Tue,%2022%20Feb%202022%2022:34:42%20GMT	https://labartisan.net/demo/kitton/cart.html	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/cart.html	(from https://labartisan.net/demo/kitton/index-2.html)
23:48:42	29976/29976	---M--	200	added ('OK')	text/html	date:Tue,%2022%20Feb%202022%2022:34:40%20GMT	https://labartisan.net/demo/kitton/faqs.html	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/faqs.html	(from https://labartisan.net/demo/kitton/index-2.html)
23:48:43	26444/26444	---M--	200	added ('OK')	text/html	date:Tue,%2022%20Feb%202022%2022:34:40%20GMT	https://labartisan.net/demo/kitton/gallery.html	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/gallery.html	(from https://labartisan.net/demo/kitton/index-2.html)
23:48:44	26866/26866	---M--	200	added ('OK')	text/html	date:Tue,%2022%20Feb%202022%2022:34:40%20GMT	https://labartisan.net/demo/kitton/gallery-2.html	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/gallery-2.html	(from https://labartisan.net/demo/kitton/index-2.html)
23:48:44	29568/29568	---M--	200	added ('OK')	text/html	date:Tue,%2022%20Feb%202022%2022:34:40%20GMT	https://labartisan.net/demo/kitton/gallery-3.html	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/gallery-3.html	(from https://labartisan.net/demo/kitton/index-2.html)
23:48:45	3949/3949	---M--	200	added ('OK')	text/html	date:Tue,%2022%20Feb%202022%2018:54:16%20GMT	https://labartisan.net/demo/kitton/coming-soon.html	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/coming-soon.html	(from https://labartisan.net/demo/kitton/index-2.html)
23:48:46	3039/3039	---M--	200	added ('OK')	text/html	date:Tue,%2022%20Feb%202022%2017:55:14%20GMT	https://labartisan.net/demo/kitton/error-page.html	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/error-page.html	(from https://labartisan.net/demo/kitton/index-2.html)
23:48:47	26603/26603	---M--	200	added ('OK')	text/html	date:Tue,%2022%20Feb%202022%2022:34:42%20GMT	https://labartisan.net/demo/kitton/contact.html	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/contact.html	(from https://labartisan.net/demo/kitton/index-2.html)
23:48:48	15479/15479	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Aug%202020%2022:08:18%20GMT	https://labartisan.net/demo/kitton/assets/images/shop/shop01.png	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/assets/images/shop/shop01.png	(from https://labartisan.net/demo/kitton/index-2.html)
23:48:50	37609/37609	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Aug%202020%2022:08:10%20GMT	https://labartisan.net/demo/kitton/assets/images/shop/shop02.png	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/assets/images/shop/shop02.png	(from https://labartisan.net/demo/kitton/index-2.html)
23:48:51	28843/28843	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Aug%202020%2022:08:04%20GMT	https://labartisan.net/demo/kitton/assets/images/shop/shop03.png	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/assets/images/shop/shop03.png	(from https://labartisan.net/demo/kitton/index-2.html)
23:48:52	17027/17027	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Aug%202020%2022:08:26%20GMT	https://labartisan.net/demo/kitton/assets/images/shop/shop04.png	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/assets/images/shop/shop04.png	(from https://labartisan.net/demo/kitton/index-2.html)
23:48:53	17743/17743	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Aug%202020%2022:08:36%20GMT	https://labartisan.net/demo/kitton/assets/images/shop/shop05.png	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/assets/images/shop/shop05.png	(from https://labartisan.net/demo/kitton/index-2.html)
23:48:56	18076/18076	---M--	200	added ('OK')	image/png	date:Thu,%2006%20Aug%202020%2008:22:02%20GMT	https://labartisan.net/demo/kitton/assets/images/banner/banner04.png	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/assets/images/banner/banner04.png	(from https://labartisan.net/demo/kitton/index-2.html)
23:48:57	100394/100394	---M--	200	added ('OK')	image/jpeg	date:Thu,%2006%20Aug%202020%2000:46:46%20GMT	https://labartisan.net/demo/kitton/assets/images/banner/banner02.jpg	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/assets/images/banner/banner02.jpg	(from https://labartisan.net/demo/kitton/index-2.html)
23:49:01	17250/17250	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Jul%202020%2020:40:00%20GMT	https://labartisan.net/demo/kitton/assets/css/img/gallery1.png	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/assets/css/img/gallery1.png	(from https://labartisan.net/demo/kitton/index-2.html)
23:49:02	39924/39924	---M--	200	added ('OK')	image/png	date:Fri,%2031%20Jul%202020%2022:16:40%20GMT	https://labartisan.net/demo/kitton/assets/css/img/bottom-shape.png	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/assets/css/img/bottom-shape.png	(from https://labartisan.net/demo/kitton/index-2.html)
23:49:02	6310/6310	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Aug%202020%2012:14:52%20GMT	https://labartisan.net/demo/kitton/assets/images/feature/01.png	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/assets/images/feature/01.png	(from https://labartisan.net/demo/kitton/index-2.html)
23:49:03	6430/6430	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Aug%202020%2012:24:16%20GMT	https://labartisan.net/demo/kitton/assets/images/feature/02.png	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/assets/images/feature/02.png	(from https://labartisan.net/demo/kitton/index-2.html)
23:49:04	6753/6753	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Aug%202020%2012:24:36%20GMT	https://labartisan.net/demo/kitton/assets/images/feature/03.png	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/assets/images/feature/03.png	(from https://labartisan.net/demo/kitton/index-2.html)
23:49:04	5870/5870	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Aug%202020%2012:24:56%20GMT	https://labartisan.net/demo/kitton/assets/images/feature/04.png	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/assets/images/feature/04.png	(from https://labartisan.net/demo/kitton/index-2.html)
23:49:06	10204/10204	---M--	200	added ('OK')	image/png	date:Wed,%2005%20Aug%202020%2020:02:40%20GMT	https://labartisan.net/demo/kitton/assets/images/about/quote.png	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/assets/images/about/quote.png	(from https://labartisan.net/demo/kitton/index-2.html)
23:49:11	3431/3431	---M--	200	added ('OK')	image/png	date:Fri,%2031%20Jul%202020%2019:01:18%20GMT	https://labartisan.net/demo/kitton/assets/images/counter/counter4.png	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/assets/images/counter/counter4.png	(from https://labartisan.net/demo/kitton/index-2.html)
23:49:12	3219/3219	---M--	200	added ('OK')	image/png	date:Fri,%2031%20Jul%202020%2019:01:18%20GMT	https://labartisan.net/demo/kitton/assets/images/counter/counter5.png	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/assets/images/counter/counter5.png	(from https://labartisan.net/demo/kitton/index-2.html)
23:49:12	2936/2936	---M--	200	added ('OK')	image/png	date:Fri,%2031%20Jul%202020%2019:01:18%20GMT	https://labartisan.net/demo/kitton/assets/images/counter/counter6.png	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/assets/images/counter/counter6.png	(from https://labartisan.net/demo/kitton/index-2.html)
23:49:14	651841/651841	---M--	200	added ('OK')	image/png	date:Thu,%2006%20Aug%202020%2000:49:08%20GMT	https://labartisan.net/demo/kitton/assets/images/banner/banner03.png	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/assets/images/banner/banner03.png	(from https://labartisan.net/demo/kitton/index-2.html)
23:49:14	3569/3569	---M--	200	added ('OK')	image/png	date:Fri,%2031%20Jul%202020%2019:01:18%20GMT	https://labartisan.net/demo/kitton/assets/images/counter/counter7.png	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/assets/images/counter/counter7.png	(from https://labartisan.net/demo/kitton/index-2.html)
23:49:16	335277/335277	---M--	200	added ('OK')	image/png	date:Wed,%2005%20Aug%202020%2007:08:56%20GMT	https://labartisan.net/demo/kitton/assets/images/about/about02.png	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/assets/images/about/about02.png	(from https://labartisan.net/demo/kitton/index-2.html)
23:49:18	67498/67498	---M--	200	added ('OK')	image/jpeg	date:Fri,%2031%20Jul%202020%2022:11:26%20GMT	https://labartisan.net/demo/kitton/assets/images/class/class04.jpg	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/assets/images/class/class04.jpg	(from https://labartisan.net/demo/kitton/index-2.html)
23:49:18	2749/2749	---M--	200	added ('OK')	image/jpeg	date:Wed,%2022%20Jul%202020%2019:27:52%20GMT	https://labartisan.net/demo/kitton/assets/images/class/teacher02.jpg	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/assets/images/class/teacher02.jpg	(from https://labartisan.net/demo/kitton/index-2.html)
23:49:19	417290/417290	---M--	200	added ('OK')	image/jpeg	date:Mon,%2020%20Jul%202020%2022:33:10%20GMT	https://labartisan.net/demo/kitton/assets/images/counter/counter-bg.jpg	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/assets/images/counter/counter-bg.jpg	(from https://labartisan.net/demo/kitton/index-2.html)
23:49:20	3002/3002	---M--	200	added ('OK')	image/jpeg	date:Wed,%2022%20Jul%202020%2019:27:52%20GMT	https://labartisan.net/demo/kitton/assets/images/class/teacher01.jpg	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/assets/images/class/teacher01.jpg	(from https://labartisan.net/demo/kitton/index-2.html)
23:49:22	65128/65128	---M--	200	added ('OK')	image/jpeg	date:Fri,%2031%20Jul%202020%2022:11:26%20GMT	https://labartisan.net/demo/kitton/assets/images/class/class05.jpg	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/assets/images/class/class05.jpg	(from https://labartisan.net/demo/kitton/index-2.html)
23:49:22	3171/3171	---M--	200	added ('OK')	image/jpeg	date:Wed,%2022%20Jul%202020%2019:27:52%20GMT	https://labartisan.net/demo/kitton/assets/images/class/teacher03.jpg	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/assets/images/class/teacher03.jpg	(from https://labartisan.net/demo/kitton/index-2.html)
23:49:23	70255/70255	---M--	200	added ('OK')	image/jpeg	date:Fri,%2031%20Jul%202020%2022:11:26%20GMT	https://labartisan.net/demo/kitton/assets/images/class/class06.jpg	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/assets/images/class/class06.jpg	(from https://labartisan.net/demo/kitton/index-2.html)
23:49:28	69958/69958	---M--	200	added ('OK')	image/jpeg	date:Wed,%2022%20Jul%202020%2019:27:52%20GMT	https://labartisan.net/demo/kitton/assets/images/class/class02.jpg	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/assets/images/class/class02.jpg	(from https://labartisan.net/demo/kitton/index-2.html)
23:49:28	78573/78573	---M--	200	added ('OK')	image/jpeg	date:Wed,%2022%20Jul%202020%2019:27:52%20GMT	https://labartisan.net/demo/kitton/assets/images/class/class01.jpg	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/assets/images/class/class01.jpg	(from https://labartisan.net/demo/kitton/index-2.html)
23:49:29	31421/31421	---M--	200	added ('OK')	image/jpeg	date:Fri,%2031%20Jul%202020%2022:41:06%20GMT	https://labartisan.net/demo/kitton/assets/images/teacher/teacher05.jpg	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/assets/images/teacher/teacher05.jpg	(from https://labartisan.net/demo/kitton/index-2.html)
23:49:30	82528/82528	---M--	200	added ('OK')	image/jpeg	date:Wed,%2022%20Jul%202020%2019:27:52%20GMT	https://labartisan.net/demo/kitton/assets/images/class/class03.jpg	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/assets/images/class/class03.jpg	(from https://labartisan.net/demo/kitton/index-2.html)
23:49:34	34162/34162	---M--	200	added ('OK')	image/jpeg	date:Fri,%2031%20Jul%202020%2022:41:42%20GMT	https://labartisan.net/demo/kitton/assets/images/teacher/teacher06.jpg	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/assets/images/teacher/teacher06.jpg	(from https://labartisan.net/demo/kitton/index-2.html)
23:49:35	25515/25515	---M--	200	added ('OK')	image/jpeg	date:Fri,%2031%20Jul%202020%2022:42:20%20GMT	https://labartisan.net/demo/kitton/assets/images/teacher/teacher07.jpg	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/assets/images/teacher/teacher07.jpg	(from https://labartisan.net/demo/kitton/index-2.html)
23:49:36	30269/30269	---M--	200	added ('OK')	image/jpeg	date:Fri,%2031%20Jul%202020%2022:42:58%20GMT	https://labartisan.net/demo/kitton/assets/images/teacher/teacher08.jpg	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/assets/images/teacher/teacher08.jpg	(from https://labartisan.net/demo/kitton/index-2.html)
23:49:36	337608/337608	---M--	200	added ('OK')	image/jpeg	date:Fri,%2031%20Jul%202020%2022:02:28%20GMT	https://labartisan.net/demo/kitton/assets/images/bg/call-bg.jpg	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/assets/images/bg/call-bg.jpg	(from https://labartisan.net/demo/kitton/index-2.html)
23:49:38	90453/90453	---M--	200	added ('OK')	image/jpeg	date:Wed,%2022%20Jul%202020%2018:38:04%20GMT	https://labartisan.net/demo/kitton/assets/images/blog/blog01.jpg	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/assets/images/blog/blog01.jpg	(from https://labartisan.net/demo/kitton/index-2.html)
23:49:38	2104/2104	---M--	200	added ('OK')	image/png	date:Wed,%2005%20Aug%202020%2021:42:24%20GMT	https://labartisan.net/demo/kitton/assets/images/contact/01.png	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/assets/images/contact/01.png	(from https://labartisan.net/demo/kitton/index-2.html)
23:49:38	78395/78395	---M--	200	added ('OK')	image/jpeg	date:Wed,%2022%20Jul%202020%2018:38:04%20GMT	https://labartisan.net/demo/kitton/assets/images/blog/blog02.jpg	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/assets/images/blog/blog02.jpg	(from https://labartisan.net/demo/kitton/index-2.html)
23:49:38	2131/2131	---M--	200	added ('OK')	image/png	date:Wed,%2005%20Aug%202020%2021:42:24%20GMT	https://labartisan.net/demo/kitton/assets/images/contact/02.png	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/assets/images/contact/02.png	(from https://labartisan.net/demo/kitton/index-2.html)
23:49:39	88535/88535	---M--	200	added ('OK')	image/jpeg	date:Wed,%2022%20Jul%202020%2018:38:04%20GMT	https://labartisan.net/demo/kitton/assets/images/blog/blog03.jpg	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/assets/images/blog/blog03.jpg	(from https://labartisan.net/demo/kitton/index-2.html)
23:49:39	2214/2214	---M--	200	added ('OK')	image/png	date:Wed,%2005%20Aug%202020%2021:42:24%20GMT	https://labartisan.net/demo/kitton/assets/images/contact/03.png	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/assets/images/contact/03.png	(from https://labartisan.net/demo/kitton/index-2.html)
23:49:39	1416/1416	---M--	200	added ('OK')	image/png	date:Wed,%2005%20Aug%202020%2021:42:24%20GMT	https://labartisan.net/demo/kitton/assets/images/contact/04.png	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/assets/images/contact/04.png	(from https://labartisan.net/demo/kitton/index-2.html)
23:49:42	22193/22193	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Jul%202020%2023:21:36%20GMT	https://labartisan.net/demo/kitton/assets/images/footer/blog1.png	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/assets/images/footer/blog1.png	(from https://labartisan.net/demo/kitton/index-2.html)
23:49:43	20568/20568	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Jul%202020%2023:21:36%20GMT	https://labartisan.net/demo/kitton/assets/images/footer/blog2.png	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/assets/images/footer/blog2.png	(from https://labartisan.net/demo/kitton/index-2.html)
23:49:44	8636/8636	---M--	200	added ('OK')	application/javascript	date:Tue,%2027%20Aug%202019%2002:19:48%20GMT	https://labartisan.net/demo/kitton/assets/js/modernizr-3.6.0.min.js	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/assets/js/modernizr-3.6.0.min.js	(from https://labartisan.net/demo/kitton/index-2.html)
23:49:45	706/706	---M--	200	added ('OK')	application/javascript	date:Tue,%2027%20Aug%202019%2002:19:48%20GMT	https://labartisan.net/demo/kitton/assets/js/plugins.js	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/assets/js/plugins.js	(from https://labartisan.net/demo/kitton/index-2.html)
23:49:47	89475/89475	---M--	200	added ('OK')	application/javascript	date:Thu,%2012%20Nov%202020%2009:31:40%20GMT	https://labartisan.net/demo/kitton/assets/js/jquery.js	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/assets/js/jquery.js	(from https://labartisan.net/demo/kitton/index-2.html)
23:49:47	454968/454968	---M--	200	added ('OK')	image/jpeg	date:Mon,%2020%20Jul%202020%2023:17:56%20GMT	https://labartisan.net/demo/kitton/assets/images/footer/footer-bg.jpg	C:/Users/G'anisher/Desktop/two/two/labartisan.net/demo/kitton/assets/images/footer/footer-bg.jpg	(from https://labartisan.net/demo/kitton/index-2.html)
